id,loss
1479,1561.9528
1480,3222.1113
1484,2015.2771
1486,1278.8839
1488,1160.313
1489,3341.667
1491,1622.4502
1507,3099.8777
1515,2015.7754
1519,2622.5564
1528,2756.199
1529,1389.5553
1530,3144.876
1532,1291.0431
1541,1525.2844
1542,3956.3118
1547,1233.7234
1549,1388.1249
1553,3063.8882
1554,2900.7927
1555,1541.5194
1559,1887.9071
1565,1939.9124
1568,1075.7845
1576,3911.4363
1579,1001.15356
1592,1246.9749
1596,3432.437
1605,1167.5664
1607,1800.8193
1612,1868.6412
1617,3605.3662
1619,2525.1736
1620,8956.4375
1624,1733.6306
1627,1755.2909
1633,2250.616
1636,1476.7296
1639,1712.2354
1640,4838.872
1644,1070.0505
1646,2188.3608
1647,3382.0217
1654,1658.3043
1655,3259.0168
1664,6320.3584
1665,2267.4534
1667,5884.0605
1669,1372.9331
1678,1905.8098
1682,2435.162
1689,1172.9639
1690,2863.7742
1693,5436.7915
1695,1057.6023
1705,2460.1003
1706,2321.818
1708,2874.7725
1716,2250.8926
1720,9357.242
1722,1516.6794
1749,5444.129
1750,2790.4075
1751,5630.223
1760,2928.1335
1763,3735.939
1770,2169.4092
1777,2269.965
1785,4951.8853
1791,1585.0243
1794,3996.8118
1800,1733.7314
1816,1331.0854
1817,1695.4888
1821,2951.3188
1836,1338.0934
1838,1930.0585
1851,2632.6868
1852,4025.7976
1854,2490.853
1856,1292.6871
1865,651.28894
1872,1062.295
1878,1070.1151
1880,1344.8251
1881,1938.1354
1882,2381.0754
1886,991.3714
1892,2202.7139
1894,2806.516
1898,2690.257
1899,4103.5874
1902,1731.9122
1903,5579.359
1906,2345.5833
1910,3077.7336
1911,2013.2443
1914,3420.6191
1929,4292.4644
1932,1760.0425
1952,1575.9431
1959,1020.5552
1960,1571.1238
1976,3647.2393
1980,3167.19
1981,1738.0496
1987,1892.2963
1994,1831.522
2000,1965.8168
2008,2916.4014
2011,2721.7925
2012,4808.056
2019,2122.352
2022,3942.2285
2024,6906.8193
2028,1159.8306
2030,4012.3079
2031,6742.868
2047,2165.5576
2049,1120.6765
2050,1729.0624
2051,4455.237
2056,1762.4652
2057,1703.6659
2059,2565.5994
2069,3725.7805
2085,2884.0469
2089,1071.1697
2090,1917.8948
2101,2973.0469
2114,3257.109
2115,1467.6064
2118,1104.8589
2119,2191.9487
2125,1648.2832
2128,3877.9534
2129,2158.7146
2132,1606.8302
2133,3034.9119
2135,1197.1117
2136,1978.1838
2143,1779.7628
2144,1197.6871
2145,4426.6313
2152,3434.356
2160,3318.3174
2166,1838.7678
2169,1322.1134
2170,2694.1938
2172,1793.0605
2181,2993.411
2183,1811.5059
2185,5184.0083
2188,2384.4524
2189,2393.6887
2194,4054.0427
2202,1793.3866
2208,3321.5874
2227,2357.9905
2230,6642.3926
2235,2380.0305
2236,1537.4375
2244,7574.0405
2248,1690.1345
2252,1784.8821
2254,1852.4928
2260,6013.8516
2263,2141.192
2274,1670.0795
2277,1248.3789
2279,6515.0234
2280,11982.987
2283,4036.8628
2284,1037.6161
2288,5966.2905
2292,2038.0585
2295,6684.802
2296,1976.1947
2299,2734.1707
2315,5888.704
2318,1293.3857
2329,10502.521
2337,1501.6288
2340,1233.889
2342,2102.842
2347,5084.9214
2349,4804.501
2354,1436.4038
2361,2474.7603
2370,1331.5078
2378,3716.9185
2382,4861.3247
2387,1751.5778
2389,1908.2821
2394,1633.0609
2396,1881.8684
2400,3028.8418
2407,3512.2783
2414,1534.9619
2415,2129.5435
2421,2419.9197
2427,1793.6484
2428,3878.0132
2430,2862.6829
2435,2477.598
2445,5073.318
2446,1994.1967
2447,2060.1902
2449,2401.105
2451,2220.882
2458,12827.669
2462,9432.5
2463,3895.702
2467,2868.4346
2471,6311.702
2475,3536.9917
2478,4929.194
2483,4264.488
2485,1478.5073
2487,1144.5923
2494,678.5477
2497,2450.3293
2499,1633.531
2503,2144.753
2513,3716.945
2515,2324.604
2522,1721.2849
2523,2054.039
2528,2771.5466
2532,5758.0723
2536,1215.4613
2538,2266.6814
2539,955.4397
2540,3691.2463
2545,4971.4385
2548,1144.8015
2549,1568.1044
2553,2481.7668
2563,1622.5876
2566,3091.6282
2574,1637.1177
2575,3643.8606
2584,2584.271
2588,4712.925
2589,1444.703
2592,2148.8926
2596,1753.5903
2598,1873.1897
2602,1224.5844
2603,1979.0691
2607,2376.183
2609,2045.8878
2611,5036.588
2627,2157.7617
2628,2046.6064
2630,2750.4607
2633,2607.5386
2636,8024.4487
2640,1054.1619
2641,1475.5459
2657,5539.654
2659,854.2608
2662,1379.174
2663,1854.6708
2667,2996.3108
2670,980.4717
2682,2468.2146
2694,4071.154
2699,5901.0435
2700,3243.4153
2703,5577.1567
2708,2552.5493
2714,1395.6547
2725,1166.211
2726,1354.3829
2727,1575.3483
2732,2492.4956
2733,6752.915
2736,5772.197
2745,2940.6838
2760,1404.1736
2764,1955.5961
2765,6485.029
2766,879.98065
2775,2271.8333
2783,1984.7545
2784,1372.2944
2786,3132.0627
2801,1263.1145
2803,1749.364
2813,6171.619
2815,6056.4224
2816,2321.4207
2818,2829.5706
2819,4740.572
2822,1504.7936
2825,2370.6658
2826,2228.2874
2830,2287.3064
2834,1509.5082
2835,4452.883
2856,2235.6357
2873,6042.4287
2886,6546.224
2892,2891.5151
2896,986.8182
2897,1739.3687
2899,2503.0413
2901,1655.872
2909,5528.429
2914,4284.11
2915,1280.6066
2916,3077.6846
2919,1087.1531
2926,3779.082
2927,2419.3596
2933,1929.9067
2934,3667.8613
2941,2032.7952
2942,1614.3163
2946,3077.0227
2949,1850.699
2952,2506.422
2957,10112.939
2962,2379.199
2963,1430.2365
2965,2390.2136
2966,6196.2407
2971,3761.19
2975,861.80396
2979,1354.8507
2985,8753.694
2995,2499.571
2996,1269.7487
3001,5451.1675
3007,2479.2898
3008,1187.9548
3014,3903.6118
3017,13374.204
3021,1481.3118
3025,2775.5059
3026,1639.4535
3034,2856.491
3035,3276.9387
3044,3002.4016
3046,2467.5195
3047,5729.272
3057,4646.2773
3059,4821.964
3063,4678.1973
3065,1729.2373
3067,4519.729
3069,1957.2557
3076,4095.3245
3086,1466.6122
3088,3225.8486
3090,2261.4578
3096,3146.5483
3100,1652.1144
3102,2393.9502
3103,2920.9304
3107,1386.3463
3118,2418.029
3120,4097.1655
3123,2831.7546
3128,1348.7263
3132,1711.881
3140,1680.0153
3152,3069.477
3165,4863.827
3183,2175.4558
3190,981.68286
3197,2179.8484
3201,1401.0272
3203,2093.9185
3214,4104.3706
3219,2814.942
3220,1580.0083
3221,3886.7102
3229,1981.9171
3234,1184.5806
3235,4446.0513
3240,2149.871
3241,1582.9784
3249,2297.6875
3254,1563.7478
3264,3434.1582
3266,2176.7869
3270,1220.0234
3282,1993.8816
3285,1587.6838
3289,1586.398
3291,1815.1663
3295,2438.309
3299,1123.152
3302,1671.6823
3303,6984.997
3308,4027.2703
3309,3177.5264
3324,2194.24
3327,5622.386
3330,4770.2227
3335,1569.3864
3339,2676.4385
3340,2404.6917
3343,2595.4358
3350,3519.5906
3353,2009.037
3356,8142.2095
3361,3172.296
3368,953.7935
3376,2274.357
3381,1399.1167
3383,3085.418
3397,3631.5637
3403,1832.7721
3405,1344.272
3410,1776.399
3412,3656.7341
3416,3713.533
3417,1697.3263
3423,3891.702
3427,4583.428
3435,3914.0833
3439,1538.5262
3441,2382.0688
3450,1889.0641
3453,1763.5787
3454,1643.9668
3458,7424.4
3459,1980.8538
3467,3682.7693
3469,5866.621
3477,980.78314
3478,7426.86
3482,1512.9365
3484,5881.0625
3506,2369.3677
3515,7846.3145
3522,4567.944
3523,1176.8838
3526,1311.2539
3532,2003.7153
3534,2096.8137
3537,1912.5763
3539,1214.1941
3542,4728.2437
3545,1208.7761
3552,1714.0062
3554,1668.5532
3573,2317.0967
3576,1547.2305
3577,3043.2551
3580,1529.5118
3583,1694.0088
3584,1944.4681
3609,1493.3416
3613,4742.654
3623,2157.758
3624,3755.9373
3638,7767.875
3642,2417.7932
3643,2550.9001
3647,1864.5365
3653,2262.9482
3654,4043.6162
3656,1657.3864
3658,1271.5509
3659,4098.123
3663,6426.5024
3664,3598.4019
3666,953.5974
3681,1388.3932
3689,2989.2378
3694,4265.7593
3695,1818.4131
3699,1683.2396
3701,2247.5989
3704,5047.9146
3721,1843.1256
3726,3817.0195
3727,2286.983
3729,2374.0369
3731,4400.943
3738,2007.7261
3740,2666.44
3744,4409.04
3757,1319.4965
3758,1586.4521
3778,1903.4158
3781,3366.6086
3790,6326.1323
3796,1383.6757
3798,7063.3774
3804,1277.1252
3813,1296.232
3814,1454.6161
3815,3401.639
3818,2444.6926
3823,2983.7896
3826,7430.064
3831,1562.2411
3834,3265.1118
3835,2959.1365
3849,2708.1418
3850,2920.2026
3855,2132.4585
3864,2797.9163
3867,2161.168
3871,1618.3765
3879,2034.3121
3880,2932.3564
3882,4429.6147
3884,9148.554
3893,2168.037
3895,2325.38
3901,2688.5022
3903,1497.3025
3913,1862.4
3921,2232.02
3929,2745.1433
3947,1541.2305
3962,2416.7231
3963,1059.1224
3966,2022.949
3975,1636.9742
3976,6916.804
3977,3128.678
3978,1327.5095
3979,894.08734
3983,2060.997
3985,1277.753
3989,7550.146
3992,2106.8914
3995,2363.4075
4008,2191.3647
4013,2069.0767
4029,2615.5078
4035,3774.8428
4040,2246.4172
4048,929.3462
4060,1887.0122
4066,1224.0844
4075,1085.1298
4079,2932.376
4083,1247.0302
4091,2718.3604
4092,7136.79
4093,2661.3516
4098,3542.065
4108,1691.2921
4109,1180.2816
4110,4562.773
4116,2641.8801
4129,1989.3645
4130,4385.744
4140,2804.708
4146,1926.5514
4150,4650.521
4151,7946.2764
4153,1700.3148
4169,7157.531
4170,2478.5698
4179,1923.92
4183,5127.224
4188,3529.0034
4190,1799.9792
4193,2436.4324
4201,7958.2495
4205,2272.016
4210,3205.7817
4226,2704.7764
4229,2168.2478
4241,3004.6233
4242,1474.7139
4257,4715.782
4258,1206.5643
4260,2751.321
4263,4552.79
4267,1028.5398
4273,1999.9481
4274,1993.6172
4277,1611.1711
4281,1330.7589
4283,5040.438
4293,2820.8477
4294,1438.9908
4305,3813.2876
4307,2966.2705
4318,2792.7844
4325,3460.9768
4327,5031.518
4332,2872.2837
4335,4933.78
4336,3072.1035
4337,827.5933
4339,5153.9814
4343,1572.1304
4346,1131.6394
4348,1770.6943
4350,4040.89
4358,2955.7007
4359,2860.121
4363,2930.9717
4366,5125.8154
4374,1129.8344
4375,2509.1753
4377,1461.0605
4393,3613.6418
4395,2630.567
4400,1250.1892
4402,6837.6323
4404,8982.576
4415,2691.4817
4418,3087.973
4422,1757.5662
4430,1510.0057
4432,2188.4404
4433,1687.1077
4435,5203.8184
4438,2408.4512
4444,1815.0917
4447,2857.7942
4451,4934.249
4452,1770.0964
4457,1960.9701
4459,3813.1316
4469,1323.2361
4471,9164.551
4486,1110.4459
4488,2626.347
4510,1477.7045
4515,1350.1365
4527,6125.737
4530,1339.8875
4534,1177.3928
4535,4431.4575
4536,1808.2306
4548,3431.1777
4549,2151.2664
4551,7918.6367
4556,2920.269
4559,927.3794
4564,1897.016
4570,4293.4995
4575,7444.8
4584,3264.7417
4585,3026.641
4591,2622.1206
4592,2466.3113
4593,2216.7178
4594,1580.7653
4598,1752.9233
4607,3009.4648
4608,1609.6356
4620,2059.9998
4621,3876.3267
4625,3609.7188
4635,4167.6953
4638,4798.674
4652,2739.424
4657,2817.3438
4658,1792.3254
4666,6456.3086
4672,1620.6343
4676,3499.954
4680,1339.4277
4681,6185.3296
4683,3571.771
4684,1677.0748
4689,3162.2263
4690,3067.5896
4692,2540.7786
4697,2201.614
4700,1861.6106
4705,13418.9375
4721,1949.4296
4726,1946.8066
4729,1417.8027
4731,4282.337
4736,2763.8535
4739,2810.2026
4740,2023.9579
4753,1121.2234
4754,3069.4226
4755,3049.0264
4756,2135.4998
4759,2376.434
4764,1467.4014
4771,3785.8735
4772,2497.118
4776,1130.9783
4780,2854.0386
4784,1608.6008
4786,1643.4127
4787,3814.1902
4789,1454.3995
4794,1725.4045
4800,3647.302
4807,2758.7073
4813,8347.163
4818,2509.4182
4823,11766.023
4824,1923.0581
4829,2592.1748
4830,1542.739
4835,2600.116
4844,1714.0587
4845,2466.895
4846,3096.58
4847,1015.4275
4854,2731.7625
4857,2853.7332
4861,1256.659
4863,1762.2616
4866,3633.7234
4869,4289.826
4871,1507.2396
4872,2522.3716
4875,2225.0837
4877,8030.4204
4878,1088.9792
4885,2002.3323
4886,2119.595
4888,3812.151
4890,1594.4537
4896,1477.1279
4899,2425.505
4913,900.5181
4916,2165.1174
4920,3453.737
4925,3435.268
4934,3042.6628
4941,3624.2375
4946,1831.1324
4954,2863.0742
4956,1525.2891
4958,5662.0015
4965,1684.9205
4966,1498.7192
4970,2851.7642
4977,2504.5767
4980,2518.1055
4984,1933.2672
4995,1664.8369
4997,3354.2668
4999,2340.4556
5005,3292.0364
5011,1802.2998
5015,2343.8926
5016,2429.8398
5019,2069.9304
5024,2369.8047
5030,2361.0168
5031,2096.5637
5034,2085.8396
5047,9061.839
5048,2496.9124
5052,1885.2252
5061,2133.1104
5062,31174.822
5067,3376.76
5068,4043.0142
5077,1573.0929
5079,2089.5923
5090,4838.166
5094,2483.2231
5103,2563.627
5104,1184.8539
5106,2286.3787
5107,2040.4142
5110,1174.956
5114,1905.8607
5116,5694.356
5121,6063.031
5122,2117.6304
5124,1630.1987
5132,4190.868
5133,2123.3098
5138,2544.739
5143,3037.5635
5153,1702.7039
5154,2044.4617
5155,1370.5204
5160,1524.0973
5169,4560.305
5172,3970.735
5173,2915.6895
5179,1221.7372
5182,3200.056
5187,1095.7511
5192,3796.3733
5211,1865.2767
5213,3838.79
5219,1208.4277
5225,2288.4
5226,1525.3551
5227,5040.1665
5228,1495.5658
5239,5380.9434
5241,1751.2537
5244,2100.5728
5248,3805.6548
5260,1642.3396
5266,1291.8035
5273,1947.2174
5280,8088.371
5298,4005.954
5300,1384.8068
5306,3099.0913
5307,1338.2828
5311,5062.093
5316,1794.3169
5323,886.23883
5332,1748.7023
5336,1659.563
5338,1698.3467
5342,2842.5322
5347,1361.5266
5355,4351.8735
5357,2194.608
5362,1675.9315
5363,1108.784
5364,1388.899
5366,3658.645
5374,6054.553
5375,1271.1088
5379,3286.1094
5380,2132.7769
5383,1180.1877
5385,1699.6857
5390,2625.8347
5393,4951.89
5398,2163.1868
5411,2496.8323
5414,1111.5596
5429,1653.2219
5432,11156.423
5436,1392.7599
5437,4291.648
5439,1349.5647
5440,3968.393
5449,1917.3282
5458,1514.0889
5460,1234.1227
5462,2047.558
5463,3179.1055
5465,2134.6995
5467,3278.8933
5475,3691.1733
5483,2078.864
5485,2086.583
5489,2864.458
5493,3186.9172
5497,1065.4745
5501,1784.7919
5506,1343.6956
5507,1749.1387
5510,3331.854
5524,5541.9404
5531,1304.7712
5542,2851.1616
5543,2857.0557
5544,4467.7837
5552,1997.8541
5560,2195.5068
5563,3941.7449
5573,2855.3542
5579,1243.852
5584,2422.1963
5585,8649.987
5594,1666.5868
5595,2226.7268
5597,2077.4495
5598,1520.8685
5604,1448.555
5606,2101.0583
5610,1045.8578
5615,4988.879
5631,1772.2202
5637,1470.17
5646,1620.391
5656,3066.4846
5658,9819.458
5666,1712.6718
5668,2548.022
5673,1369.5577
5680,1502.7643
5691,2501.3232
5692,8418.861
5693,1902.7332
5697,2763.6934
5698,1866.6018
5700,2044.5759
5704,1924.626
5705,2141.4915
5707,1520.8137
5710,1201.9268
5716,1431.3809
5720,1560.9149
5722,3162.3113
5727,1951.2247
5733,1449.2256
5737,2717.663
5742,4007.909
5747,1304.2346
5760,2576.2178
5774,2293.824
5788,5397.6494
5796,2282.578
5797,1403.3352
5800,3146.0913
5812,1894.1396
5814,2925.698
5818,1328.3472
5819,4193.8604
5823,5264.312
5826,2954.512
5830,1639.8838
5831,1897.638
5846,4372.795
5864,2185.5823
5869,1135.2832
5870,3869.5522
5879,2213.3557
5883,9617.827
5886,1924.1378
5889,5715.9966
5904,2593.558
5905,1082.8497
5910,2361.1262
5911,2350.3774
5914,1408.2809
5915,2062.1208
5920,1466.3168
5925,2695.334
5926,1558.9161
5934,3332.2605
5939,3633.2932
5941,1295.0121
5943,991.4648
5949,3847.3464
5961,1983.9104
5965,5494.2915
5966,2992.5083
5969,1232.0162
5970,2659.4817
5978,3367.4873
5979,4454.0396
5983,2019.5752
5985,6145.849
5989,2242.018
5997,1862.4067
6004,1893.1854
6010,4283.939
6013,1873.9045
6019,1967.276
6020,1675.5513
6032,1451.7744
6036,5112.108
6037,5076.2974
6039,1975.2574
6050,2830.517
6051,2203.8865
6053,4610.379
6057,1894.3678
6059,1980.5352
6067,3747.4702
6068,1566.4882
6075,1406.4769
6078,1553.459
6079,3916.5178
6080,4065.357
6082,4399.9336
6084,1678.1232
6091,5261.5703
6092,1655.3677
6093,5099.9556
6096,1785.594
6102,1791.7496
6105,2059.1694
6116,2127.7651
6122,894.1196
6126,1320.3068
6131,3592.4812
6140,4884.397
6141,943.3269
6146,1596.2341
6147,3004.3115
6157,3460.9253
6162,4044.5796
6163,2483.7295
6165,2650.953
6170,7166.303
6208,2032.597
6216,4235.912
6218,1602.8007
6223,2306.2573
6224,2391.2969
6227,2573.6892
6240,10072.87
6241,1481.8066
6246,1655.1152
6248,4596.195
6249,1454.3009
6255,1758.8989
6261,2714.6672
6262,8228.465
6269,1412.1687
6271,2374.4856
6278,3407.602
6284,1772.3925
6285,1275.7986
6287,1568.839
6288,2413.297
6291,2179.3882
6296,1273.8414
6297,2769.1487
6304,2197.3752
6309,2653.789
6310,1287.234
6311,3260.6013
6316,1690.6655
6319,1832.3319
6332,8385.407
6335,5511.684
6336,1574.5447
6341,1699.9482
6359,1617.1436
6369,2499.8252
6375,1313.6462
6378,4249.0903
6380,2884.6772
6385,10545.248
6387,7119.039
6391,2969.8325
6392,1021.2412
6393,2087.6724
6400,1326.1243
6411,4104.874
6415,3104.7034
6416,2865.03
6419,5109.929
6421,1809.0886
6432,2488.1382
6438,1843.7927
6444,1434.1832
6445,1910.643
6446,2189.036
6448,6961.6895
6452,1385.3917
6459,2819.0913
6470,4258.5674
6475,840.207
6484,2762.2124
6492,2592.5962
6502,1638.254
6505,1512.263
6506,1944.1453
6513,1847.6064
6514,3163.3267
6524,5628.4707
6525,908.1098
6528,2376.8994
6529,6935.3105
6531,2245.7383
6538,1784.7743
6541,5093.1113
6546,2774.2104
6553,1081.7021
6563,1189.0361
6567,1807.8246
6586,7645.148
6588,3200.3022
6589,5421.9688
6591,3153.9294
6596,1347.8436
6607,1623.9706
6613,9753.578
6615,2965.1104
6625,1488.8604
6629,3707.1836
6630,2998.6145
6632,1465.4177
6640,1155.0969
6645,3151.7102
6648,2803.3167
6656,2170.002
6658,2735.0789
6661,2025.972
6663,1935.1587
6665,3321.5637
6673,1786.1893
6676,1635.714
6681,1223.2836
6683,2470.4443
6684,880.68756
6695,1370.0116
6697,2562.341
6700,2671.0967
6702,1714.3541
6703,1675.1842
6704,3196.0444
6712,5915.419
6716,3923.5933
6723,1041.3373
6733,4749.7124
6734,2579.9844
6739,4318.907
6743,772.6901
6746,2142.7139
6756,2022.785
6758,2026.7653
6765,2135.622
6772,2939.9927
6776,3934.101
6777,2333.5117
6784,3052.7961
6785,1556.6877
6788,1889.4615
6790,2367.6172
6792,1416.8492
6797,1589.1598
6802,2738.179
6806,837.1163
6808,1126.6123
6809,3879.9622
6810,1832.7643
6814,1463.115
6815,2502.165
6819,1275.0928
6824,2897.1655
6830,1810.2162
6835,4866.184
6838,1753.4446
6845,6577.9004
6846,1323.297
6847,3764.858
6848,6214.7607
6849,3880.3462
6864,8579.387
6869,1735.9913
6870,1440.645
6876,1983.9463
6878,2148.8628
6890,7442.6025
6892,4133.54
6899,1481.3723
6906,1712.8768
6908,1426.4701
6912,3153.0134
6913,1233.4678
6925,1393.1571
6932,2194.3115
6935,1830.3882
6939,1820.6273
6946,2593.5413
6950,1487.456
6963,1377.3802
6972,4078.663
6974,1130.3647
6978,2597.2783
6979,831.7808
6985,3239.6013
6989,4382.7803
7005,1008.4634
7007,1685.0712
7009,4697.9927
7015,923.3514
7036,2657.3457
7047,3992.1304
7049,925.6632
7054,3042.0857
7056,6225.5454
7058,1597.2617
7061,1353.4987
7064,1649.8644
7066,2038.9446
7069,1138.8619
7085,1787.6993
7086,6930.0615
7096,1679.0397
7103,9259.491
7122,2453.4133
7125,4745.6367
7126,1149.3225
7130,1660.6891
7134,6622.087
7135,1397.0631
7140,3424.0957
7145,1468.039
7148,2411.5488
7151,6826.5947
7156,5049.9277
7157,1888.1946
7161,2505.1362
7163,2805.8306
7168,1329.7008
7170,6164.4263
7174,881.53925
7175,9750.648
7199,1741.5814
7200,5352.0396
7203,2286.0042
7209,2670.3735
7210,11655.82
7215,1413.4886
7240,3599.5403
7241,1294.8887
7248,2740.4343
7253,4683.445
7260,2735.897
7262,2098.4585
7264,3233.1067
7265,3270.9692
7267,7544.7407
7268,5279.2017
7269,2529.0835
7270,1870.8729
7271,1073.33
7274,6397.223
7289,1186.0022
7292,2998.926
7293,3719.5183
7294,783.7619
7296,5057.2085
7298,1599.6422
7299,2162.3755
7304,5313.869
7305,1802.8274
7308,2848.2607
7309,2546.3994
7310,1595.3029
7311,3077.6646
7312,2373.315
7317,1325.7861
7319,8710.622
7320,4008.5847
7329,5856.0977
7330,3894.7715
7331,4094.405
7336,1175.385
7353,3273.9497
7358,3469.3777
7363,3827.5105
7365,2963.0737
7366,1496.6113
7374,5046.1606
7377,2057.6592
7378,3685.3022
7382,2407.5999
7388,2252.598
7398,2861.444
7400,2088.7468
7411,1656.325
7426,4004.4011
7434,6106.9194
7436,1284.8553
7442,1787.2816
7443,1774.5385
7464,2129.508
7470,3099.9487
7476,1268.8558
7478,1544.9779
7479,1587.1525
7480,2360.306
7487,1701.2223
7495,4261.8926
7498,2285.3447
7507,5142.5283
7525,5330.189
7527,1263.0024
7528,1266.1277
7533,1446.8844
7535,4573.932
7536,635.6455
7537,3341.8413
7544,1576.0635
7552,2454.461
7553,2191.3606
7554,2687.5571
7555,1909.2693
7556,5962.1777
7560,3139.5273
7564,3907.6052
7570,1200.9634
7571,1360.2622
7573,1430.7292
7574,1626.2296
7575,1381.7172
7592,2412.457
7595,4721.811
7596,2037.0262
7601,3405.3577
7608,1564.7361
7610,1468.4574
7613,3314.0605
7623,2225.36
7630,1408.9144
7638,1287.7695
7643,553.00397
7647,3426.9094
7671,1227.8744
7672,2261.9197
7676,1990.0565
7682,1043.879
7689,3936.1165
7691,1799.1234
7695,3877.356
7705,2972.0923
7707,4667.505
